Prey,Predator
Glyptocephalus zachirus,Oncorhynchus kisutch
Hydrozoa,Oncorhynchus kisutch
Clupea pallasii,Oncorhynchus kisutch
Berryteuthis anonychus,Oncorhynchus kisutch
Enteroctopus dofleini,Oncorhynchus kisutch
Metridinidae,Oncorhynchus kisutch
Syllidae,Oncorhynchus kisutch
Nereididae,Oncorhynchus kisutch
Neocalanus cristatus,Oncorhynchus kisutch
Neocalanus plumchrus,Oncorhynchus kisutch
Limacina helicina,Oncorhynchus kisutch
Gonatopsis,Oncorhynchus kisutch
Berryteuthis magister,Oncorhynchus kisutch
Calanus,Oncorhynchus kisutch
Eucalanus,Oncorhynchus kisutch
Aetideidae,Oncorhynchus kisutch
Euchaetidae,Oncorhynchus kisutch
Temoridae,Oncorhynchus kisutch
Pontellidae,Oncorhynchus kisutch
Mysida,Oncorhynchus kisutch
Cumacea,Oncorhynchus kisutch
Idoteidae,Oncorhynchus kisutch
Gammaridea,Oncorhynchus kisutch
Hyperiidea,Oncorhynchus kisutch
Caprellidae,Oncorhynchus kisutch
Euphausia,Oncorhynchus kisutch
Thysanoessa longipes,Oncorhynchus kisutch
Thysanoessa spinifera,Oncorhynchus kisutch
Hippolytidae,Oncorhynchus kisutch
Pandalidae,Oncorhynchus kisutch
Crangonidae,Oncorhynchus kisutch
Paguridae,Oncorhynchus kisutch
Oregonia,Oncorhynchus kisutch
Cancer,Oncorhynchus kisutch
Pinnotheridae,Oncorhynchus kisutch
Pugettia,Oncorhynchus kisutch
Chaetognatha,Oncorhynchus nerka
Appendicularia,Oncorhynchus nerka
Stenobrachius leucopsarus,Oncorhynchus nerka
Pleurogrammus monopterygius,Oncorhynchus nerka
Ammodytes hexapterus,Oncorhynchus nerka
Hippoglossus stenolepis,Oncorhynchus nerka
Clupea pallasii,Oncorhynchus nerka
Berryteuthis anonychus,Oncorhynchus nerka
Metridinidae,Oncorhynchus nerka
Clausocalanidae,Oncorhynchus nerka
Neocalanus cristatus,Oncorhynchus nerka
Neocalanus plumchrus,Oncorhynchus nerka
Spionidae,Oncorhynchus nerka
Limacina helicina,Oncorhynchus nerka
Clione limacina,Oncorhynchus nerka
Gonatopsis,Oncorhynchus nerka
Berryteuthis magister,Oncorhynchus nerka
Ostracoda,Oncorhynchus nerka
Calanus,Oncorhynchus nerka
Temoridae,Oncorhynchus nerka
Pontellidae,Oncorhynchus nerka
Acartia,Oncorhynchus nerka
Mysida,Oncorhynchus nerka
Cumacea,Oncorhynchus nerka
Gammaridea,Oncorhynchus nerka
Hyperiidea,Oncorhynchus nerka
Euphausia,Oncorhynchus nerka
Thysanoessa inermis,Oncorhynchus nerka
Thysanoessa spinifera,Oncorhynchus nerka
Pandalidae,Oncorhynchus nerka
Crangonidae,Oncorhynchus nerka
Paguridae,Oncorhynchus nerka
Oregonia,Oncorhynchus nerka
Hyas,Oncorhynchus nerka
Telmessus cheiragonus,Oncorhynchus nerka
Cancer,Oncorhynchus nerka
Pinnotheridae,Oncorhynchus nerka
Chaetognatha,Oncorhynchus tshawytscha
Thaliacea,Oncorhynchus tshawytscha
Appendicularia,Oncorhynchus tshawytscha
Hydrolagus colliei,Oncorhynchus tshawytscha
Hypomesus pretiosus,Oncorhynchus tshawytscha
Mallotus villosus,Oncorhynchus tshawytscha
Thaleichthys pacificus,Oncorhynchus tshawytscha
Leuroglossus schmidti,Oncorhynchus tshawytscha
Stenobrachius leucopsarus,Oncorhynchus tshawytscha
Boreogadus saida,Oncorhynchus tshawytscha
Gadus macrocephalus,Oncorhynchus tshawytscha
Microgadus,Oncorhynchus tshawytscha
Theragra chalcogramma,Oncorhynchus tshawytscha
Merluccius productus,Oncorhynchus tshawytscha
Gasterosteus aculeatus,Oncorhynchus tshawytscha
Sebastes caurinus,Oncorhynchus tshawytscha
Sebastes crameri,Oncorhynchus tshawytscha
Sebastes elongatus,Oncorhynchus tshawytscha
Sebastes entomelas,Oncorhynchus tshawytscha
Sebastes flavidus,Oncorhynchus tshawytscha
Sebastes jordani,Oncorhynchus tshawytscha
Sebastes melanops,Oncorhynchus tshawytscha
Sebastes mystinus,Oncorhynchus tshawytscha
Sebastes pinniger,Oncorhynchus tshawytscha
Sebastes ruberrimus,Oncorhynchus tshawytscha
Sebastes wilsoni,Oncorhynchus tshawytscha
Sebastes zacentrus,Oncorhynchus tshawytscha
Hexagrammos decagrammus,Oncorhynchus tshawytscha
Ophiodon elongatus,Oncorhynchus tshawytscha
Pleurogrammus monopterygius,Oncorhynchus tshawytscha
Artedius,Oncorhynchus tshawytscha
Hemilepidotus hemilepidotus,Oncorhynchus tshawytscha
Leptocottus armatus,Oncorhynchus tshawytscha
Trichodon trichodon,Oncorhynchus tshawytscha
Anarrhichthys ocellatus,Oncorhynchus tshawytscha
Ammodytes hexapterus,Oncorhynchus tshawytscha
Citharichthys,Oncorhynchus tshawytscha
Eopsetta,Oncorhynchus tshawytscha
Lyopsetta exilis,Oncorhynchus tshawytscha
Hippoglossoides elassodon,Oncorhynchus tshawytscha
Microstomus pacificus,Oncorhynchus tshawytscha
Lepidopsetta bilineata,Oncorhynchus tshawytscha
Isopsetta isolepis,Oncorhynchus tshawytscha
Parophrys vetulus,Oncorhynchus tshawytscha
Psettichthys melanostictus,Oncorhynchus tshawytscha
Hippoglossus stenolepis,Oncorhynchus tshawytscha
Glyptocephalus zachirus,Oncorhynchus tshawytscha
Hydrozoa,Oncorhynchus tshawytscha
Clupea pallasii,Oncorhynchus tshawytscha
Berryteuthis anonychus,Oncorhynchus tshawytscha
Enteroctopus dofleini,Oncorhynchus tshawytscha
Metridinidae,Oncorhynchus tshawytscha
Reinhardtius stomias,Oncorhynchus tshawytscha
Phyllodocidae,Oncorhynchus tshawytscha
Nereididae,Oncorhynchus tshawytscha
Neocalanus cristatus,Oncorhynchus tshawytscha
Neocalanus plumchrus,Oncorhynchus tshawytscha
Oligochaeta,Oncorhynchus tshawytscha
Limacina helicina,Oncorhynchus tshawytscha
Gonatopsis,Oncorhynchus tshawytscha
Berryteuthis magister,Oncorhynchus tshawytscha
Calanus,Oncorhynchus tshawytscha
Eucalanus,Oncorhynchus tshawytscha
Aetideidae,Oncorhynchus tshawytscha
Euchaetidae,Oncorhynchus tshawytscha
Pontellidae,Oncorhynchus tshawytscha
Mysida,Oncorhynchus tshawytscha
Cumacea,Oncorhynchus tshawytscha
Sphaeromatidae,Oncorhynchus tshawytscha
Idoteidae,Oncorhynchus tshawytscha
Gammaridea,Oncorhynchus tshawytscha
Hyperiidea,Oncorhynchus tshawytscha
Caprellidae,Oncorhynchus tshawytscha
Euphausia,Oncorhynchus tshawytscha
Thysanoessa inermis,Oncorhynchus tshawytscha
Thysanoessa spinifera,Oncorhynchus tshawytscha
Hippolytidae,Oncorhynchus tshawytscha
Pandalidae,Oncorhynchus tshawytscha
Crangonidae,Oncorhynchus tshawytscha
Paguridae,Oncorhynchus tshawytscha
Oregonia,Oncorhynchus tshawytscha
Cancer,Oncorhynchus tshawytscha
Pinnotheridae,Oncorhynchus tshawytscha
Detritus complex,Oncorhynchus tshawytscha
Pugettia,Oncorhynchus tshawytscha
Chaetognatha,Salvelinus
Oncorhynchus tshawytscha,Salvelinus
Salvelinus,Salvelinus
Mallotus villosus,Salvelinus
Boreogadus saida,Salvelinus
Lycodes,Salvelinus
Gasterosteus aculeatus,Salvelinus
Myoxocephalus,Salvelinus
Triglops,Salvelinus
Leptoclinus maculatus,Salvelinus
Clupea pallasii,Salvelinus
Oligochaeta,Salvelinus
Limacina helicina,Salvelinus
Ostracoda,Salvelinus
Mysida,Salvelinus
Gammaridea,Salvelinus
Hyperiidea,Salvelinus
Hippolytidae,Salvelinus
Majidae,Salvelinus
Detritus complex,Salvelinus
Appendicularia,Hypomesus pretiosus
Ammodytes hexapterus,Hypomesus pretiosus
Limacina helicina,Hypomesus pretiosus
Calanus,Hypomesus pretiosus
Eucalanus,Hypomesus pretiosus
Cumacea,Hypomesus pretiosus
Gammaridea,Hypomesus pretiosus
Hyperiidea,Hypomesus pretiosus
Paguridae,Hypomesus pretiosus
Cancer,Hypomesus pretiosus
Harpacticidae,Hypomesus pretiosus
Chaetognatha,Mallotus villosus
Appendicularia,Mallotus villosus
Metridinidae,Mallotus villosus
Clausocalanidae,Mallotus villosus
Thysanoessa raschii,Mallotus villosus
Ostracoda,Mallotus villosus
Calanus,Mallotus villosus
Euchaetidae,Mallotus villosus
Temoridae,Mallotus villosus
Oithona,Mallotus villosus
Hyperiidea,Mallotus villosus
Thysanoessa inermis,Mallotus villosus
Thysanoessa spinifera,Mallotus villosus
Mysida,Osmerus
Gammaridea,Osmerus
Appendicularia,Thaleichthys pacificus
Theragra chalcogramma,Thaleichthys pacificus
Mysida,Thaleichthys pacificus
Cumacea,Thaleichthys pacificus
Hyperiidea,Thaleichthys pacificus
Thysanoessa inermis,Thaleichthys pacificus
Thysanoessa spinifera,Thaleichthys pacificus
Ostracoda,Bathylagus
Chaetognatha,Leuroglossus schmidti
Appendicularia,Leuroglossus schmidti
Leuroglossus schmidti,Leuroglossus schmidti
Theragra chalcogramma,Leuroglossus schmidti
Hydrozoa,Leuroglossus schmidti
Metridinidae,Leuroglossus schmidti
Clausocalanidae,Leuroglossus schmidti
Neocalanus cristatus,Leuroglossus schmidti
Neocalanus plumchrus,Leuroglossus schmidti
Limacina helicina,Leuroglossus schmidti
Clione limacina,Leuroglossus schmidti
Ostracoda,Leuroglossus schmidti
Calanus,Leuroglossus schmidti
Eucalanus,Leuroglossus schmidti
Aetideidae,Leuroglossus schmidti
Euchaetidae,Leuroglossus schmidti
Gammaridea,Leuroglossus schmidti
Hyperiidea,Leuroglossus schmidti
Euphausia,Leuroglossus schmidti
Thysanoessa inermis,Leuroglossus schmidti
Thysanoessa longipes,Leuroglossus schmidti
Chaetognatha,Cyclothone
Appendicularia,Cyclothone
Radiolaria,Cyclothone
Metridinidae,Cyclothone
Clausocalanidae,Cyclothone
Ostracoda,Cyclothone
Calanus,Cyclothone
Eucalanus,Cyclothone
Aetideidae,Cyclothone
Euchaetidae,Cyclothone
Centropages,Cyclothone
Temoridae,Cyclothone
Hyperiidea,Cyclothone
Detritus complex,Cyclothone
Chaetognatha,Stomiidae
Stenobrachius leucopsarus,Stomiidae
Stenobrachius nannochir,Stomiidae
Tarletonbeania crenularis,Stomiidae
Protomyctophum,Stomiidae
Euphausia,Stomiidae
Thaliacea,Alepisaurus ferox
Oncorhynchus gorbuscha,Alepisaurus ferox
Oncorhynchus keta,Alepisaurus ferox
Oncorhynchus nerka,Alepisaurus ferox
Alepisaurus ferox,Alepisaurus ferox
Trachipterus,Alepisaurus ferox
Hydrozoa,Alepisaurus ferox
Berryteuthis anonychus,Alepisaurus ferox
Moroteuthis,Alepisaurus ferox
Mysida,Alepisaurus ferox
Hyperiidea,Alepisaurus ferox
Euphausia,Alepisaurus ferox
Chaetognatha,Lampanyctus jordani
Metridinidae,Lampanyctus jordani
Neocalanus cristatus,Lampanyctus jordani
Neocalanus plumchrus,Lampanyctus jordani
Ostracoda,Lampanyctus jordani
Calanus,Lampanyctus jordani
Eucalanus,Lampanyctus jordani
Aetideidae,Lampanyctus jordani
Euchaetidae,Lampanyctus jordani
Mysida,Lampanyctus jordani
Sphaeromatidae,Lampanyctus jordani
Gammaridea,Lampanyctus jordani
Hyperiidea,Lampanyctus jordani
Euphausia,Lampanyctus jordani
Thysanoessa inermis,Lampanyctus jordani
Thysanoessa longipes,Lampanyctus jordani
Ophiuroidea,Stenobrachius leucopsarus
Chaetognatha,Stenobrachius leucopsarus
Thaliacea,Stenobrachius leucopsarus
Appendicularia,Stenobrachius leucopsarus
Sebastes polyspinis,Stenobrachius leucopsarus
Coscinodiscus,Stenobrachius leucopsarus
Radiolaria,Stenobrachius leucopsarus
Hydrozoa,Stenobrachius leucopsarus
Metridinidae,Stenobrachius leucopsarus
Clausocalanidae,Stenobrachius leucopsarus
Neocalanus cristatus,Stenobrachius leucopsarus
Neocalanus plumchrus,Stenobrachius leucopsarus
Limacina helicina,Stenobrachius leucopsarus
Ostracoda,Stenobrachius leucopsarus
Calanus,Stenobrachius leucopsarus
Eucalanus,Stenobrachius leucopsarus
Aetideidae,Stenobrachius leucopsarus
Euchaetidae,Stenobrachius leucopsarus
Centropages,Stenobrachius leucopsarus
Acartia,Stenobrachius leucopsarus
Mysida,Stenobrachius leucopsarus
Gammaridea,Stenobrachius leucopsarus
Hyperiidea,Stenobrachius leucopsarus
Euphausia,Stenobrachius leucopsarus
Thysanoessa longipes,Stenobrachius leucopsarus
Thysanoessa spinifera,Stenobrachius leucopsarus
Chaetognatha,Stenobrachius nannochir
Appendicularia,Stenobrachius nannochir
Hydrozoa,Stenobrachius nannochir
Metridinidae,Stenobrachius nannochir
Neocalanus cristatus,Stenobrachius nannochir
Neocalanus plumchrus,Stenobrachius nannochir
Ostracoda,Stenobrachius nannochir
Calanus,Stenobrachius nannochir
Eucalanus,Stenobrachius nannochir
Aetideidae,Stenobrachius nannochir
Euchaetidae,Stenobrachius nannochir
Centropages,Stenobrachius nannochir
Hyperiidea,Stenobrachius nannochir
Euphausia,Stenobrachius nannochir
Thysanoessa longipes,Stenobrachius nannochir
Chaetognatha,Tarletonbeania crenularis
Thaliacea,Tarletonbeania crenularis
Appendicularia,Tarletonbeania crenularis
Metridinidae,Tarletonbeania crenularis
Clausocalanidae,Tarletonbeania crenularis
Limacina helicina,Tarletonbeania crenularis
Ostracoda,Tarletonbeania crenularis
Calanus,Tarletonbeania crenularis
Aetideidae,Tarletonbeania crenularis
Euchaetidae,Tarletonbeania crenularis
Acartia,Tarletonbeania crenularis
Oithona,Tarletonbeania crenularis
Hyperiidea,Tarletonbeania crenularis
Euphausia,Tarletonbeania crenularis
Chaetognatha,Protomyctophum
Metridinidae,Protomyctophum
Clausocalanidae,Protomyctophum
Ostracoda,Protomyctophum
Calanus,Protomyctophum
Eucalanus,Protomyctophum
Aetideidae,Protomyctophum
Euchaetidae,Protomyctophum
Oithona,Protomyctophum
Hyperiidea,Protomyctophum
Euphausia,Protomyctophum
Mysida,Porichthys
Gammaridea,Porichthys
Tintinnina,Boreogadus saida
Mysida,Boreogadus saida
Cumacea,Boreogadus saida
Gammaridea,Boreogadus saida
Hyperiidea,Boreogadus saida
Foraminiferida,Eleginus gracilis
Echiura,Gadus macrocephalus
Ctenodiscus crispatus,Gadus macrocephalus
Ophiuroidea,Gadus macrocephalus
Chaetognatha,Gadus macrocephalus
Boltenia,Gadus macrocephalus
Thaliacea,Gadus macrocephalus
Appendicularia,Gadus macrocephalus
Bathyraja parmifera,Gadus macrocephalus
Alosa sapidissima,Gadus macrocephalus
Mallotus villosus,Gadus macrocephalus
Thaleichthys pacificus,Gadus macrocephalus
Leuroglossus schmidti,Gadus macrocephalus
Stomiidae,Gadus macrocephalus
Lampanyctus jordani,Gadus macrocephalus
Gadus macrocephalus,Gadus macrocephalus
Theragra chalcogramma,Gadus macrocephalus
Gymnelus,Gadus macrocephalus
Lycodes,Gadus macrocephalus
Sebastes alutus,Gadus macrocephalus
Pleurogrammus monopterygius,Gadus macrocephalus
Anoplopoma fimbria,Gadus macrocephalus
Icelus,Gadus macrocephalus
Artediellus,Gadus macrocephalus
Artedius,Gadus macrocephalus
Dasycottus setiger,Gadus macrocephalus
Gymnocanthus geleatus,Gadus macrocephalus
Hemilepidotus jordani,Gadus macrocephalus
Malacocottus,Gadus macrocephalus
Triglops,Gadus macrocephalus
Aspidophoroides,Gadus macrocephalus
Occella dodecaedron,Gadus macrocephalus
Sarritor,Gadus macrocephalus
Eumicrotremus,Gadus macrocephalus
Trichodon trichodon,Gadus macrocephalus
Bathymaster,Gadus macrocephalus
Anarhichas,Gadus macrocephalus
Lumpenus,Gadus macrocephalus
Leptoclinus maculatus,Gadus macrocephalus
Pholis,Gadus macrocephalus
Zaprora silenus,Gadus macrocephalus
Ammodytes hexapterus,Gadus macrocephalus
Hippoglossoides elassodon,Gadus macrocephalus
Limanda aspera,Gadus macrocephalus
Limanda proboscidea,Gadus macrocephalus
Lepidopsetta bilineata,Gadus macrocephalus
Isopsetta isolepis,Gadus macrocephalus
Hippoglossus stenolepis,Gadus macrocephalus
Glyptocephalus zachirus,Gadus macrocephalus
Foraminiferida,Gadus macrocephalus
Hydrozoa,Gadus macrocephalus
Clupea pallasii,Gadus macrocephalus
Pharidae,Gadus macrocephalus
Reinhardtius evermanni,Gadus macrocephalus
Reinhardtius stomias,Gadus macrocephalus
Lepidopsetta polyxystra,Gadus macrocephalus
Aphroditidae,Gadus macrocephalus
Polynoidae,Gadus macrocephalus
Podothecus acipenserinus,Gadus macrocephalus
Phyllodocidae,Gadus macrocephalus
Nereididae,Gadus macrocephalus
Nephtyidae,Gadus macrocephalus
Thysanoessa raschii,Gadus macrocephalus
Glyceridae,Gadus macrocephalus
Goniadidae,Gadus macrocephalus
Onuphidae,Gadus macrocephalus
Lumbrineridae,Gadus macrocephalus
Orbiniidae,Gadus macrocephalus
Flabelligeridae,Gadus macrocephalus
Opheliidae,Gadus macrocephalus
Capitellidae,Gadus macrocephalus
Maldanidae,Gadus macrocephalus
Pectinariidae,Gadus macrocephalus
Ampharetidae,Gadus macrocephalus
Terebellidae,Gadus macrocephalus
Oligochaeta,Gadus macrocephalus
Trochidae,Gadus macrocephalus
Trichotropis cancellata,Gadus macrocephalus
Velutina,Gadus macrocephalus
Naticidae,Gadus macrocephalus
Fusitriton,Gadus macrocephalus
Buccinidae,Gadus macrocephalus
Cephalaspidea,Gadus macrocephalus
Nuculidae,Gadus macrocephalus
Nuculana,Gadus macrocephalus
Yoldia,Gadus macrocephalus
Arcoida,Gadus macrocephalus
Musculus,Gadus macrocephalus
Modiolus,Gadus macrocephalus
Pectinidae,Gadus macrocephalus
Pododesmus,Gadus macrocephalus
Clinocardium,Gadus macrocephalus
Macoma,Gadus macrocephalus
Tellina,Gadus macrocephalus
Hiatellidae,Gadus macrocephalus
Gonatopsis,Gadus macrocephalus
Berryteuthis magister,Gadus macrocephalus
Mysida,Gadus macrocephalus
Cumacea,Gadus macrocephalus
Sphaeromatidae,Gadus macrocephalus
Idoteidae,Gadus macrocephalus
Gammaridea,Gadus macrocephalus
Hyperiidea,Gadus macrocephalus
Caprellidae,Gadus macrocephalus
Euphausia,Gadus macrocephalus
Thysanoessa inermis,Gadus macrocephalus
Thysanoessa spinifera,Gadus macrocephalus
Hippolytidae,Gadus macrocephalus
Pandalidae,Gadus macrocephalus
Crangonidae,Gadus macrocephalus
Paguridae,Gadus macrocephalus
Paralithodes,Gadus macrocephalus
Lithodes,Gadus macrocephalus
Majidae,Gadus macrocephalus
Oregonia,Gadus macrocephalus
Hyas,Gadus macrocephalus
Chionoecetes opilio,Gadus macrocephalus
Chionoecetes bairdi,Gadus macrocephalus
Telmessus cheiragonus,Gadus macrocephalus
Erimacrus isenbeckii,Gadus macrocephalus
Cancer,Gadus macrocephalus
Pinnotheridae,Gadus macrocephalus
Detritus complex,Gadus macrocephalus
Styela,Gadus macrocephalus
Pugettia,Gadus macrocephalus
Spionidae,Microgadus
Ostracoda,Microgadus
Temoridae,Microgadus
Mysida,Microgadus
Idoteidae,Microgadus
Gammaridea,Microgadus
Crangonidae,Microgadus
Cancer,Microgadus
Echiura,Theragra chalcogramma
Ctenodiscus crispatus,Theragra chalcogramma
Ophiuroidea,Theragra chalcogramma
Chaetognatha,Theragra chalcogramma
Thaliacea,Theragra chalcogramma
Appendicularia,Theragra chalcogramma
Mallotus villosus,Theragra chalcogramma
Thaleichthys pacificus,Theragra chalcogramma
Bathylagus,Theragra chalcogramma
Leuroglossus schmidti,Theragra chalcogramma
Cyclothone,Theragra chalcogramma
Stomiidae,Theragra chalcogramma
Lampanyctus jordani,Theragra chalcogramma
Stenobrachius leucopsarus,Theragra chalcogramma
Stenobrachius nannochir,Theragra chalcogramma
Protomyctophum,Theragra chalcogramma
Gadus macrocephalus,Theragra chalcogramma
Theragra chalcogramma,Theragra chalcogramma
Lycodapus,Theragra chalcogramma
Lycodes,Theragra chalcogramma
Pleurogrammus monopterygius,Theragra chalcogramma
Hemilepidotus hemilepidotus,Theragra chalcogramma
Hemilepidotus jordani,Theragra chalcogramma
Myoxocephalus,Theragra chalcogramma
Aspidophoroides,Theragra chalcogramma
Hypsagonus quadricornis,Theragra chalcogramma
Liparis,Theragra chalcogramma
Trichodon trichodon,Theragra chalcogramma
Bathymaster,Theragra chalcogramma
Lumpenus,Theragra chalcogramma
Leptoclinus maculatus,Theragra chalcogramma
Zaprora silenus,Theragra chalcogramma
Ammodytes hexapterus,Theragra chalcogramma
Hippoglossoides elassodon,Theragra chalcogramma
Microstomus pacificus,Theragra chalcogramma
Pleuronectes,Theragra chalcogramma
Limanda aspera,Theragra chalcogramma
Reinhardtius hippoglossoides,Theragra chalcogramma
Hippoglossus stenolepis,Theragra chalcogramma
Foraminiferida,Theragra chalcogramma
Radiolaria,Theragra chalcogramma
Hydrozoa,Theragra chalcogramma
Clupea pallasii,Theragra chalcogramma
Nemertea,Theragra chalcogramma
Metridinidae,Theragra chalcogramma
Clausocalanidae,Theragra chalcogramma
Reinhardtius evermanni,Theragra chalcogramma
Reinhardtius stomias,Theragra chalcogramma
Lepidopsetta polyxystra,Theragra chalcogramma
