Prey,Predator
Platichthys,Eumetopias jubatus
Pleuronectes,Eumetopias jubatus
Limanda aspera,Eumetopias jubatus
Lepidopsetta bilineata,Eumetopias jubatus
Parophrys vetulus,Eumetopias jubatus
Psettichthys melanostictus,Eumetopias jubatus
Hippoglossus stenolepis,Eumetopias jubatus
Glyptocephalus zachirus,Eumetopias jubatus
Enhydra lutris,Eumetopias jubatus
Phoca vitulina,Eumetopias jubatus
Clupea pallasii,Eumetopias jubatus
Enteroctopus dofleini,Eumetopias jubatus
Reinhardtius evermanni,Eumetopias jubatus
Reinhardtius stomias,Eumetopias jubatus
Phoca richardii,Eumetopias jubatus
Podothecus acipenserinus,Eumetopias jubatus
Gonatopsis,Eumetopias jubatus
Berryteuthis magister,Eumetopias jubatus
Pandalidae,Eumetopias jubatus
Hyas,Eumetopias jubatus
Cancer,Eumetopias jubatus
Pinnotheridae,Eumetopias jubatus
Anoplarchus purpurescens,Eumetopias jubatus
Xiphister atropurpureus,Eumetopias jubatus
Xiphister mucosus,Eumetopias jubatus
Ptychoramphus aleuticus,Eumetopias jubatus
Oncorhynchus gorbuscha,Callorhinus ursinus
Oncorhynchus keta,Callorhinus ursinus
Oncorhynchus kisutch,Callorhinus ursinus
Mallotus villosus,Callorhinus ursinus
Thaleichthys pacificus,Callorhinus ursinus
Leuroglossus schmidti,Callorhinus ursinus
Stenobrachius leucopsarus,Callorhinus ursinus
Stenobrachius nannochir,Callorhinus ursinus
Gadus macrocephalus,Callorhinus ursinus
Theragra chalcogramma,Callorhinus ursinus
Merluccius productus,Callorhinus ursinus
Lycodes,Callorhinus ursinus
Gasterosteus aculeatus,Callorhinus ursinus
Ophiodon elongatus,Callorhinus ursinus
Pleurogrammus monopterygius,Callorhinus ursinus
Anoplopoma fimbria,Callorhinus ursinus
Trichodon trichodon,Callorhinus ursinus
Anarhichas,Callorhinus ursinus
Ammodytes hexapterus,Callorhinus ursinus
Lyopsetta exilis,Callorhinus ursinus
Microstomus pacificus,Callorhinus ursinus
Pleuronectes,Callorhinus ursinus
Lepidopsetta bilineata,Callorhinus ursinus
Hippoglossus stenolepis,Callorhinus ursinus
Clupea pallasii,Callorhinus ursinus
Berryteuthis anonychus,Callorhinus ursinus
Reinhardtius stomias,Callorhinus ursinus
Podothecus acipenserinus,Callorhinus ursinus
Gonatopsis,Callorhinus ursinus
Berryteuthis magister,Callorhinus ursinus
Moroteuthis,Callorhinus ursinus
Telmessus cheiragonus,Callorhinus ursinus
Brachyramphus marmoratus,Callorhinus ursinus
Echiura,Odobenus rosmarus
Gymnolaemata,Odobenus rosmarus
Ophiuroidea,Odobenus rosmarus
Strongylocentrotus droebachiensis,Odobenus rosmarus
Psolus,Odobenus rosmarus
Cucumaria,Odobenus rosmarus
Apodacea,Odobenus rosmarus
Halocynthia,Odobenus rosmarus
Molgulidae,Odobenus rosmarus
Phoca largha,Odobenus rosmarus
Octocorallia,Odobenus rosmarus
Pharidae,Odobenus rosmarus
Aphroditidae,Odobenus rosmarus
Polynoidae,Odobenus rosmarus
Phyllodocidae,Odobenus rosmarus
Nereididae,Odobenus rosmarus
Nephtyidae,Odobenus rosmarus
Lumbrineridae,Odobenus rosmarus
Flabelligeridae,Odobenus rosmarus
Maldanidae,Odobenus rosmarus
Oweniidae,Odobenus rosmarus
Pectinariidae,Odobenus rosmarus
Ampharetidae,Odobenus rosmarus
Terebellidae,Odobenus rosmarus
Trochidae,Odobenus rosmarus
Velutina,Odobenus rosmarus
Naticidae,Odobenus rosmarus
Buccinidae,Odobenus rosmarus
Nuculidae,Odobenus rosmarus
Nuculana,Odobenus rosmarus
Yoldia,Odobenus rosmarus
Mytilus,Odobenus rosmarus
Musculus,Odobenus rosmarus
Thyasiridae,Odobenus rosmarus
Clinocardium,Odobenus rosmarus
Mactromeris,Odobenus rosmarus
Macoma,Odobenus rosmarus
Tellina,Odobenus rosmarus
Mya,Odobenus rosmarus
Hiatellidae,Odobenus rosmarus
Cumacea,Odobenus rosmarus
Saduria,Odobenus rosmarus
Gammaridea,Odobenus rosmarus
Hippolytidae,Odobenus rosmarus
Crangonidae,Odobenus rosmarus
Paguridae,Odobenus rosmarus
Paralithodes,Odobenus rosmarus
Hyas,Odobenus rosmarus
Uria lomvia,Odobenus rosmarus
Mallotus villosus,Phoca largha
Osmerus,Phoca largha
Boreogadus saida,Phoca largha
Eleginus gracilis,Phoca largha
Theragra chalcogramma,Phoca largha
Ammodytes hexapterus,Phoca largha
Clupea pallasii,Phoca largha
Crangonidae,Phoca largha
Squalus acanthias,Phoca vitulina
Hydrolagus colliei,Phoca vitulina
Alosa sapidissima,Phoca vitulina
Oncorhynchus gorbuscha,Phoca vitulina
Oncorhynchus keta,Phoca vitulina
Oncorhynchus kisutch,Phoca vitulina
Oncorhynchus nerka,Phoca vitulina
Oncorhynchus tshawytscha,Phoca vitulina
Hypomesus pretiosus,Phoca vitulina
Mallotus villosus,Phoca vitulina
Thaleichthys pacificus,Phoca vitulina
Stenobrachius leucopsarus,Phoca vitulina
Porichthys,Phoca vitulina
Boreogadus saida,Phoca vitulina
Eleginus gracilis,Phoca vitulina
Gadus macrocephalus,Phoca vitulina
Microgadus,Phoca vitulina
Theragra chalcogramma,Phoca vitulina
Merluccius productus,Phoca vitulina
Lycodapus,Phoca vitulina
Lycodes,Phoca vitulina
Gasterosteus aculeatus,Phoca vitulina
Hexagrammos lagocephalus,Phoca vitulina
Ophiodon elongatus,Phoca vitulina
Pleurogrammus monopterygius,Phoca vitulina
Dasycottus setiger,Phoca vitulina
Enophrys bison,Phoca vitulina
Hemilepidotus hemilepidotus,Phoca vitulina
Leptocottus armatus,Phoca vitulina
Myoxocephalus,Phoca vitulina
Triglops,Phoca vitulina
Careproctus,Phoca vitulina
Trichodon trichodon,Phoca vitulina
Bathymaster,Phoca vitulina
Anarhichas,Phoca vitulina
Anarrhichthys ocellatus,Phoca vitulina
Lumpenus,Phoca vitulina
Leptoclinus maculatus,Phoca vitulina
Pholis,Phoca vitulina
Ammodytes hexapterus,Phoca vitulina
Citharichthys,Phoca vitulina
Eopsetta,Phoca vitulina
Lyopsetta exilis,Phoca vitulina
Hippoglossoides elassodon,Phoca vitulina
Microstomus pacificus,Phoca vitulina
Platichthys,Phoca vitulina
Pleuronectes,Phoca vitulina
Limanda aspera,Phoca vitulina
Lepidopsetta bilineata,Phoca vitulina
Isopsetta isolepis,Phoca vitulina
Parophrys vetulus,Phoca vitulina
Psettichthys melanostictus,Phoca vitulina
Reinhardtius hippoglossoides,Phoca vitulina
Hippoglossus stenolepis,Phoca vitulina
Glyptocephalus zachirus,Phoca vitulina
Clupea pallasii,Phoca vitulina
Enteroctopus dofleini,Phoca vitulina
Reinhardtius stomias,Phoca vitulina
Crepidula,Phoca vitulina
Yoldia,Phoca vitulina
Mytilus,Phoca vitulina
Berryteuthis magister,Phoca vitulina
Pandalidae,Phoca vitulina
Crangonidae,Phoca vitulina
Paguridae,Phoca vitulina
Cancer,Phoca vitulina
Pinnotheridae,Phoca vitulina
Anoplarchus purpurescens,Phoca vitulina
Thaliacea,Mirounga angustirostris
Prionace glauca,Mirounga angustirostris
Squalus acanthias,Mirounga angustirostris
Hydrolagus colliei,Mirounga angustirostris
Merluccius productus,Mirounga angustirostris
Coryphaenoides,Mirounga angustirostris
Sebastolobus,Mirounga angustirostris
Enteroctopus dofleini,Mirounga angustirostris
Gonatopsis,Mirounga angustirostris
Moroteuthis,Mirounga angustirostris
Euphausia,Mirounga angustirostris
Crustose coralline algae complex,Lottia testudinalis
Appendicularia,Foraminiferida
Bacteria,Foraminiferida
Chaetoceros,Foraminiferida
Pennales,Foraminiferida
Navicula,Foraminiferida
Foraminiferida,Foraminiferida
Radiolaria,Foraminiferida
Tintinnina,Foraminiferida
Bacillariaceae,Foraminiferida
Appendicularia,Radiolaria
Chaetoceros,Radiolaria
Foraminiferida,Radiolaria
Radiolaria,Radiolaria
Tintinnina,Radiolaria
Ostracoda,Radiolaria
Gonyaulax,Tintinnina
Chrysophyta,Tintinnina
Prymnesiophyceae,Tintinnina
Tintinnina,Tintinnina
Prasinophyceae,Tintinnina
Prorocentrum,Tintinnina
Chaetognatha,Hydrozoa
Thaliacea,Hydrozoa
Appendicularia,Hydrozoa
Leuroglossus schmidti,Hydrozoa
Merluccius productus,Hydrozoa
Citharichthys,Hydrozoa
Bacteria,Hydrozoa
Coscinodiscus,Hydrozoa
Licmophora,Hydrozoa
Navicula,Hydrozoa
Foraminiferida,Hydrozoa
Tintinnina,Hydrozoa
Hydrozoa,Hydrozoa
Clupea pallasii,Hydrozoa
Bacillariaceae,Hydrozoa
Nemertea,Hydrozoa
Thalassiosirales,Hydrozoa
Clausocalanidae,Hydrozoa
Polynoidae,Hydrozoa
Thysanoessa raschii,Hydrozoa
Neocalanus plumchrus,Hydrozoa
Limacina helicina,Hydrozoa
Ostracoda,Hydrozoa
Calanus,Hydrozoa
Temoridae,Hydrozoa
Acartia,Hydrozoa
Oithona,Hydrozoa
Gammaridea,Hydrozoa
Caprellidae,Hydrozoa
Euphausia,Hydrozoa
Detritus complex,Hydrozoa
Pugettia,Hydrozoa
Clausocalanidae,Periphylla periphylla
Calanus,Periphylla periphylla
Euchaetidae,Periphylla periphylla
Oithona,Periphylla periphylla
Gymnodinium,Chrysaora
Chaetognatha,Chrysaora
Thaliacea,Chrysaora
Appendicularia,Chrysaora
Theragra chalcogramma,Chrysaora
Hydrozoa,Chrysaora
Chrysaora,Chrysaora
Metridinidae,Chrysaora
Clausocalanidae,Chrysaora
Thysanoessa raschii,Chrysaora
Neocalanus cristatus,Chrysaora
Neocalanus plumchrus,Chrysaora
Limacina helicina,Chrysaora
Mytilus,Chrysaora
Ostreidae,Chrysaora
Calanus,Chrysaora
Eucalanus,Chrysaora
Aetideidae,Chrysaora
Acartia,Chrysaora
Oithona,Chrysaora
Mysida,Chrysaora
Hyperiidea,Chrysaora
Thysanoessa inermis,Chrysaora
Thaliacea,Phacellophora camtschatica
Hydrozoa,Phacellophora camtschatica
Gymnolaemata,Octocorallia
Thaliacea,Octocorallia
Rhizosoleniaceae,Octocorallia
Foraminiferida,Octocorallia
Bacillariaceae,Octocorallia
Thalassiosirales,Octocorallia
Ostracoda,Octocorallia
Gammaridea,Octocorallia
Caprellidae,Octocorallia
Euphausia,Octocorallia
Detritus complex,Octocorallia
Sebastes aleutianus,Trochopus trituba
Sebastes borealis,Trochopus trituba
Sebastes caurinus,Trochopus trituba
Sebastes melanops,Trochopus trituba
Sebastes aleutianus,Microcotyle sebastis
Sebastes borealis,Microcotyle sebastis
Sebastes caurinus,Microcotyle sebastis
Sebastes maliger,Microcotyle sebastis
Appendicularia,Clupea pallasii
Thaleichthys pacificus,Clupea pallasii
Ammodytes hexapterus,Clupea pallasii
Platichthys,Clupea pallasii
Clupea pallasii,Clupea pallasii
Metridinidae,Clupea pallasii
Clausocalanidae,Clupea pallasii
Ulvaceae,Clupea pallasii
Oligochaeta,Clupea pallasii
Limacina helicina,Clupea pallasii
Calanus,Clupea pallasii
Acartia,Clupea pallasii
Cumacea,Clupea pallasii
Gammaridea,Clupea pallasii
Hyperiidea,Clupea pallasii
Euphausia,Clupea pallasii
Thysanoessa spinifera,Clupea pallasii
Paguridae,Clupea pallasii
Cancer,Clupea pallasii
Detritus complex,Clupea pallasii
Harpacticidae,Clupea pallasii
Chaetognatha,Berryteuthis anonychus
Metridinidae,Berryteuthis anonychus
Neocalanus cristatus,Berryteuthis anonychus
Neocalanus plumchrus,Berryteuthis anonychus
Limacina helicina,Berryteuthis anonychus
Ostracoda,Berryteuthis anonychus
Calanus,Berryteuthis anonychus
Hyperiidea,Berryteuthis anonychus
Euphausia,Berryteuthis anonychus
Alosa sapidissima,Lecithaster gibbosus
Oncorhynchus keta,Lecithaster gibbosus
Oncorhynchus kisutch,Lecithaster gibbosus
Oncorhynchus tshawytscha,Lecithaster gibbosus
Salvelinus,Lecithaster gibbosus
Mallotus villosus,Lecithaster gibbosus
Thaleichthys pacificus,Lecithaster gibbosus
Boreogadus saida,Lecithaster gibbosus
Gadus macrocephalus,Lecithaster gibbosus
Pleurogrammus monopterygius,Lecithaster gibbosus
Ammodytes hexapterus,Lecithaster gibbosus
Platichthys,Lecithaster gibbosus
Lepidopsetta bilineata,Lecithaster gibbosus
Clupea pallasii,Lecithaster gibbosus
Chaetognatha,Brachyphallus crenatus
Alosa sapidissima,Brachyphallus crenatus
Oncorhynchus tshawytscha,Brachyphallus crenatus
Salvelinus,Brachyphallus crenatus
Boreogadus saida,Brachyphallus crenatus
Gadus macrocephalus,Brachyphallus crenatus
Gasterosteus aculeatus,Brachyphallus crenatus
Platichthys,Brachyphallus crenatus
Lepidopsetta bilineata,Brachyphallus crenatus
Reinhardtius hippoglossoides,Brachyphallus crenatus
Clupea pallasii,Brachyphallus crenatus
Acartia,Brachyphallus crenatus
Strongylocentrotus droebachiensis,Enteroctopus dofleini
Enteroctopus dofleini,Enteroctopus dofleini
Littorina,Enteroctopus dofleini
Trichotropis cancellata,Enteroctopus dofleini
Naticidae,Enteroctopus dofleini
Nucella emarginata,Enteroctopus dofleini
Nucella lima,Enteroctopus dofleini
Tonicella,Enteroctopus dofleini
Mytilus,Enteroctopus dofleini
Pectinidae,Enteroctopus dofleini
Pododesmus,Enteroctopus dofleini
Macoma,Enteroctopus dofleini
Tellina,Enteroctopus dofleini
Saxidomus,Enteroctopus dofleini
Protothaca staminea,Enteroctopus dofleini
Pandalidae,Enteroctopus dofleini
Oregonia,Enteroctopus dofleini
Hyas,Enteroctopus dofleini
Telmessus cheiragonus,Enteroctopus dofleini
Cancer,Enteroctopus dofleini
Semibalanus cariosus,Enteroctopus dofleini
Pugettia,Enteroctopus dofleini
Chaetognatha,Derogenes varicus
Alosa sapidissima,Derogenes varicus
Salvelinus,Derogenes varicus
Stomiidae,Derogenes varicus
Boreogadus saida,Derogenes varicus
Gadus macrocephalus,Derogenes varicus
Microgadus,Derogenes varicus
Sebastes ciliatus,Derogenes varicus
Platichthys,Derogenes varicus
Lepidopsetta bilineata,Derogenes varicus
Reinhardtius hippoglossoides,Derogenes varicus
Reinhardtius stomias,Derogenes varicus
Naticidae,Derogenes varicus
Berryteuthis magister,Derogenes varicus
Ophiuroidea,Bathyraja maculata
Appendicularia,Bathyraja maculata
Leuroglossus schmidti,Bathyraja maculata
Stenobrachius leucopsarus,Bathyraja maculata
Stenobrachius nannochir,Bathyraja maculata
Protomyctophum,Bathyraja maculata
Theragra chalcogramma,Bathyraja maculata
Coryphaenoides,Bathyraja maculata
Sebastes borealis,Bathyraja maculata
Pleurogrammus monopterygius,Bathyraja maculata
Malacocottus,Bathyraja maculata
Triglops,Bathyraja maculata
Hypsagonus quadricornis,Bathyraja maculata
Eumicrotremus,Bathyraja maculata
Zaprora silenus,Bathyraja maculata
Oligochaeta,Bathyraja maculata
Gonatopsis,Bathyraja maculata
Berryteuthis magister,Bathyraja maculata
Eucalanus,Bathyraja maculata
Mysida,Bathyraja maculata
Gammaridea,Bathyraja maculata
Hyperiidea,Bathyraja maculata
Caprellidae,Bathyraja maculata
Hippolytidae,Bathyraja maculata
Pandalidae,Bathyraja maculata
Crangonidae,Bathyraja maculata
Paguridae,Bathyraja maculata
Lithodes,Bathyraja maculata
Majidae,Bathyraja maculata
Oregonia,Bathyraja maculata
Hyas,Bathyraja maculata
Chionoecetes opilio,Bathyraja maculata
Erimacrus isenbeckii,Bathyraja maculata
Detritus complex,Bathyraja maculata
Leuroglossus schmidti,Bathyraja minispinosa
Stenobrachius nannochir,Bathyraja minispinosa
Protomyctophum,Bathyraja minispinosa
Pleurogrammus monopterygius,Bathyraja minispinosa
Clupea pallasii,Bathyraja minispinosa
Berryteuthis magister,Bathyraja minispinosa
Pandalidae,Bathyraja minispinosa
Crangonidae,Bathyraja minispinosa
Paguridae,Bathyraja minispinosa
Majidae,Bathyraja minispinosa
Chionoecetes opilio,Bathyraja minispinosa
Chionoecetes bairdi,Bathyraja minispinosa
Appendicularia,Rhinoraja taranetzi
Polynoidae,Rhinoraja taranetzi
Mysida,Rhinoraja taranetzi
Cumacea,Rhinoraja taranetzi
Idoteidae,Rhinoraja taranetzi
Gammaridea,Rhinoraja taranetzi
Hyperiidea,Rhinoraja taranetzi
Caprellidae,Rhinoraja taranetzi
Hippolytidae,Rhinoraja taranetzi
Pandalidae,Rhinoraja taranetzi
Crangonidae,Rhinoraja taranetzi
Paguridae,Rhinoraja taranetzi
Detritus complex,Rhinoraja taranetzi
Detritus complex,Pharidae
Bangia,Lottia digitalis
Coscinodiscus,Lottia digitalis
Achnanthes,Lottia digitalis
Navicula,Lottia digitalis
Bacillariaceae,Lottia digitalis
Thalassiosirales,Lottia digitalis
Pleurosigmataceae,Lottia digitalis
Cyanophycota,Lottia digitalis
Cladophoraceae,Lottia digitalis
Balanus crenatus,Lottia digitalis
Biofilm Complex,Lottia digitalis
Fucus,Lottia digitalis
Acrosiphoniaceae,Lottia digitalis
Chthamalus dalli,Lottia digitalis
Balanus glandula,Lottia digitalis
Semibalanus cariosus,Lottia digitalis
Mastocarpus,Lottia digitalis
Mazzaella,Lottia digitalis
Cyanophycota,Lottia pelta
Cladophoraceae,Lottia pelta
Phaeophyta Crust,Lottia pelta
Crustose coralline algae complex,Lottia pelta
Biofilm Complex,Lottia pelta
Red crust complex,Lottia pelta
Chthamalus dalli,Lottia pelta
Balanus glandula,Lottia pelta
Semibalanus cariosus,Lottia pelta
Mastocarpus,Lottia pelta
Mazzaella,Lottia pelta
Biofilm Complex,Lottia persona
Odonthalia,Lottia scutum
Coscinodiscus,Lottia scutum
Achnanthes,Lottia scutum
Navicula,Lottia scutum
Foraminiferida,Lottia scutum
Bacillariaceae,Lottia scutum
Thalassiosirales,Lottia scutum
Cyanophycota,Lottia scutum
Ulvaceae,Lottia scutum
Phaeophyta Crust,Lottia scutum
Crustose coralline algae complex,Lottia scutum
Detritus complex,Lottia scutum
Biofilm Complex,Lottia scutum
Red crust complex,Lottia scutum
Pilayella littoralis,Lottia scutum
Saccharina sessile,Lottia scutum
Porphyra,Lottia scutum
Chthamalus dalli,Lottia scutum
Balanus glandula,Lottia scutum
Semibalanus cariosus,Lottia scutum
Mastocarpus,Lottia scutum
Alosa sapidissima,Podocotyle
Boreogadus saida,Podocotyle
Theragra chalcogramma,Podocotyle
Gasterosteus aculeatus,Podocotyle
Sebastes ciliatus,Podocotyle
Platichthys,Podocotyle
Lepidopsetta bilineata,Podocotyle
Littorina,Podocotyle
Lottia digitalis,Nemertea
Lottia pelta,Nemertea
Nemertea,Nemertea
Polynoidae,Nemertea
Phyllodocidae,Nemertea
Syllidae,Nemertea
Nereididae,Nemertea
Nephtyidae,Nemertea
Goniadidae,Nemertea
Lumbrineridae,Nemertea
Orbiniidae,Nemertea
Spionidae,Nemertea
Opheliidae,Nemertea
Terebellidae,Nemertea
Oligochaeta,Nemertea
Littorina,Nemertea
Nucella lamellosa,Nemertea
Nucella emarginata,Nemertea
Mya,Nemertea
Idoteidae,Nemertea
Gammaridea,Nemertea
Caprellidae,Nemertea
Paralithodes,Nemertea
Cancer,Nemertea
Lineidae,Nemertea
Emplectonematidae,Nemertea
Amphiporidae,Nemertea
Chthamalus dalli,Nemertea
Balanus glandula,Nemertea
Semibalanus cariosus,Nemertea
Pugettia,Nemertea
Gymnodinium,Metridinidae
Protoperidinium,Metridinidae
Ceratium,Metridinidae
Chaetognatha,Metridinidae
Coscinodiscus,Metridinidae
Chaetoceros,Metridinidae
Rhizosoleniaceae,Metridinidae
Thalassiothrix,Metridinidae
Thalassionema nitzschioides,Metridinidae
Navicula,Metridinidae
Silicoflagellida,Metridinidae
Foraminiferida,Metridinidae
Radiolaria,Metridinidae
Tintinnina,Metridinidae
Bacillariaceae,Metridinidae
Thalassiosirales,Metridinidae
Cyanophycota,Metridinidae
Prorocentrum,Metridinidae
Dinophysis,Metridinidae
Detritus complex,Metridinidae
Prymnesiophyceae,Clausocalanidae
Coscinodiscus,Clausocalanidae
Radiolaria,Clausocalanidae
Clausocalanidae,Clausocalanidae
Detritus complex,Clausocalanidae
Bathymaster,Reinhardtius evermanni
Leptoclinus maculatus,Reinhardtius evermanni
Echiura,Reinhardtius stomias
Ophiuroidea,Reinhardtius stomias
Psolus,Reinhardtius stomias
Chaetognatha,Reinhardtius stomias
Appendicularia,Reinhardtius stomias
Oncorhynchus kisutch,Reinhardtius stomias
Mallotus villosus,Reinhardtius stomias
Thaleichthys pacificus,Reinhardtius stomias
Stomiidae,Reinhardtius stomias
Stenobrachius leucopsarus,Reinhardtius stomias
Gadus macrocephalus,Reinhardtius stomias
Theragra chalcogramma,Reinhardtius stomias
Lycodapus,Reinhardtius stomias
Lycodes,Reinhardtius stomias
Coryphaenoides,Reinhardtius stomias
Sebastolobus,Reinhardtius stomias
Pleurogrammus monopterygius,Reinhardtius stomias
Anoplopoma fimbria,Reinhardtius stomias
Icelus,Reinhardtius stomias
Malacocottus,Reinhardtius stomias
Triglops,Reinhardtius stomias
Aspidophoroides,Reinhardtius stomias
Eumicrotremus,Reinhardtius stomias
Trichodon trichodon,Reinhardtius stomias
Bathymaster,Reinhardtius stomias
Lumpenus,Reinhardtius stomias
Leptoclinus maculatus,Reinhardtius stomias
Ammodytes hexapterus,Reinhardtius stomias
Hippoglossoides elassodon,Reinhardtius stomias
Limanda aspera,Reinhardtius stomias
Lepidopsetta bilineata,Reinhardtius stomias
Hippoglossus stenolepis,Reinhardtius stomias
Glyptocephalus zachirus,Reinhardtius stomias
Clupea pallasii,Reinhardtius stomias
Reinhardtius stomias,Reinhardtius stomias
Aphroditidae,Reinhardtius stomias
Polynoidae,Reinhardtius stomias
Podothecus acipenserinus,Reinhardtius stomias
Phyllodocidae,Reinhardtius stomias
Nephtyidae,Reinhardtius stomias
Thysanoessa raschii,Reinhardtius stomias
Onuphidae,Reinhardtius stomias
Opheliidae,Reinhardtius stomias
Nuculana,Reinhardtius stomias
Berryteuthis magister,Reinhardtius stomias
Mysida,Reinhardtius stomias
Cumacea,Reinhardtius stomias
Gammaridea,Reinhardtius stomias
Hyperiidea,Reinhardtius stomias
Euphausia,Reinhardtius stomias
Thysanoessa inermis,Reinhardtius stomias
Thysanoessa longipes,Reinhardtius stomias
Thysanoessa spinifera,Reinhardtius stomias
Hippolytidae,Reinhardtius stomias
Pandalidae,Reinhardtius stomias
Crangonidae,Reinhardtius stomias
Paguridae,Reinhardtius stomias
Chionoecetes bairdi,Reinhardtius stomias
Pinnotheridae,Reinhardtius stomias
Detritus complex,Reinhardtius stomias
Echiura,Lepidopsetta polyxystra
Ophiuroidea,Lepidopsetta polyxystra
Chaetognatha,Lepidopsetta polyxystra
Appendicularia,Lepidopsetta polyxystra
Theragra chalcogramma,Lepidopsetta polyxystra
Ammodytes hexapterus,Lepidopsetta polyxystra
Foraminiferida,Lepidopsetta polyxystra
Polynoidae,Lepidopsetta polyxystra
Phyllodocidae,Lepidopsetta polyxystra
Nereididae,Lepidopsetta polyxystra
Nephtyidae,Lepidopsetta polyxystra
Thysanoessa raschii,Lepidopsetta polyxystra
Glyceridae,Lepidopsetta polyxystra
Goniadidae,Lepidopsetta polyxystra
Onuphidae,Lepidopsetta polyxystra
Lumbrineridae,Lepidopsetta polyxystra
Orbiniidae,Lepidopsetta polyxystra
Spionidae,Lepidopsetta polyxystra
Chaetopteridae,Lepidopsetta polyxystra
Flabelligeridae,Lepidopsetta polyxystra
Opheliidae,Lepidopsetta polyxystra
Capitellidae,Lepidopsetta polyxystra
Maldanidae,Lepidopsetta polyxystra
Oweniidae,Lepidopsetta polyxystra
Pectinariidae,Lepidopsetta polyxystra
Ampharetidae,Lepidopsetta polyxystra
Terebellidae,Lepidopsetta polyxystra
Sabellidae,Lepidopsetta polyxystra
Nuculana,Lepidopsetta polyxystra
Yoldia,Lepidopsetta polyxystra
Clinocardium,Lepidopsetta polyxystra
Mactromeris,Lepidopsetta polyxystra
Mya,Lepidopsetta polyxystra
Mysida,Lepidopsetta polyxystra
Cumacea,Lepidopsetta polyxystra
Gammaridea,Lepidopsetta polyxystra
Hyperiidea,Lepidopsetta polyxystra
Euphausia,Lepidopsetta polyxystra
Hippolytidae,Lepidopsetta polyxystra
Crangonidae,Lepidopsetta polyxystra
Paguridae,Lepidopsetta polyxystra
Chionoecetes opilio,Lepidopsetta polyxystra
Chionoecetes bairdi,Lepidopsetta polyxystra
Pinnotheridae,Lepidopsetta polyxystra
Detritus complex,Lepidopsetta polyxystra
Alosa sapidissima,Phoca richardii
Oncorhynchus kisutch,Phoca richardii
Oncorhynchus tshawytscha,Phoca richardii
Hypomesus pretiosus,Phoca richardii
Mallotus villosus,Phoca richardii
Thaleichthys pacificus,Phoca richardii
Porichthys,Phoca richardii
Eleginus gracilis,Phoca richardii
Gadus macrocephalus,Phoca richardii
Microgadus,Phoca richardii
Theragra chalcogramma,Phoca richardii
Merluccius productus,Phoca richardii
Lycodes,Phoca richardii
Gasterosteus aculeatus,Phoca richardii
Hexagrammos lagocephalus,Phoca richardii
Ophiodon elongatus,Phoca richardii
Pleurogrammus monopterygius,Phoca richardii
Dasycottus setiger,Phoca richardii
Enophrys bison,Phoca richardii
Hemilepidotus hemilepidotus,Phoca richardii
Leptocottus armatus,Phoca richardii
Myoxocephalus,Phoca richardii
Triglops,Phoca richardii
Trichodon trichodon,Phoca richardii
Bathymaster,Phoca richardii
Leptoclinus maculatus,Phoca richardii
Pholis,Phoca richardii
Ammodytes hexapterus,Phoca richardii
Citharichthys,Phoca richardii
Eopsetta,Phoca richardii
Lyopsetta exilis,Phoca richardii
Hippoglossoides elassodon,Phoca richardii
Microstomus pacificus,Phoca richardii
Platichthys,Phoca richardii
Limanda aspera,Phoca richardii
Lepidopsetta bilineata,Phoca richardii
Isopsetta isolepis,Phoca richardii
Parophrys vetulus,Phoca richardii
Psettichthys melanostictus,Phoca richardii
Hippoglossus stenolepis,Phoca richardii
Glyptocephalus zachirus,Phoca richardii
Clupea pallasii,Phoca richardii
Reinhardtius stomias,Phoca richardii
Thaleichthys pacificus,Contracaecum
Boreogadus saida,Contracaecum
Gadus macrocephalus,Contracaecum
Theragra chalcogramma,Contracaecum
Coryphaenoides,Contracaecum
Gasterosteus aculeatus,Contracaecum
Myoxocephalus,Contracaecum
Platichthys,Contracaecum
Reinhardtius hippoglossoides,Contracaecum
Hippoglossus stenolepis,Contracaecum
Callorhinus ursinus,Contracaecum
Phoca vitulina,Contracaecum
Clupea pallasii,Contracaecum
Euphausia,Contracaecum
Phalacrocorax auritus,Contracaecum
Larus hyperboreus,Contracaecum
Chaetognatha,Anisakis
Squalus acanthias,Anisakis
Alosa sapidissima,Anisakis
Oncorhynchus keta,Anisakis
Oncorhynchus kisutch,Anisakis
Oncorhynchus tshawytscha,Anisakis
Mallotus villosus,Anisakis
Thaleichthys pacificus,Anisakis
Bathylagus,Anisakis
Stomiidae,Anisakis
Boreogadus saida,Anisakis
Gadus macrocephalus,Anisakis
Theragra chalcogramma,Anisakis
Melamphaidae,Anisakis
Sebastes ciliatus,Anisakis
Pleurogrammus monopterygius,Anisakis
Myoxocephalus,Anisakis
Ammodytes hexapterus,Anisakis
Citharichthys,Anisakis
Platichthys,Anisakis
Lepidopsetta bilineata,Anisakis
Reinhardtius hippoglossoides,Anisakis
Hippoglossus stenolepis,Anisakis
Orcinus orca,Anisakis
Phocoena phocoena,Anisakis
Ziphius cavirostris,Anisakis
Mesoplodon,Anisakis
Balaenoptera,Anisakis
Eumetopias jubatus,Anisakis
Callorhinus ursinus,Anisakis
Phoca vitulina,Anisakis
Mirounga angustirostris,Anisakis
Clupea pallasii,Anisakis
Reinhardtius stomias,Anisakis
Thysanoessa raschii,Anisakis
